machine_id,drink,timestamp,duration_s,temp_c
2,hot_water,2026-04-01 07:37:47,9.7,95.6
2,lungo,2026-04-01 08:34:17,37.5,89.6
2,lungo,2026-04-01 09:02:22,37.4,89.6
2,latte,2026-04-01 09:03:30,55.6,88.6
2,cappuccino,2026-04-01 10:17:48,43.7,86.5
2,espresso,2026-04-01 10:51:44,27.5,92.0
2,cappuccino,2026-04-01 13:46:56,52.4,88.0
2,lungo,2026-04-01 14:41:34,43.9,89.2
2,lungo,2026-04-01 14:55:47,37.9,91.9
2,cappuccino,2026-04-01 15:19:22,42.8,89.2
2,hot_water,2026-04-01 15:31:42,13.2,94.6
2,latte,2026-04-01 15:37:50,59.2,85.4
2,lungo,2026-04-02 08:41:15,36.5,91.5
2,lungo,2026-04-02 08:41:18,41.3,92.4
2,americano,2026-04-02 09:07:25,37.3,89.6
2,cappuccino,2026-04-02 09:27:15,42.1,89.8
2,cappuccino,2026-04-02 09:30:07,50.2,89.0
2,lungo,2026-04-02 10:08:00,43.4,89.2
2,lungo,2026-04-02 10:17:56,44.1,90.2
2,espresso,2026-04-02 10:37:54,27.9,90.7
2,latte,2026-04-02 10:42:47,59.1,87.4
2,espresso,2026-04-02 11:18:33,26.1,91.7
2,espresso,2026-04-02 11:35:19,29.9,92.9
2,espresso,2026-04-02 12:38:49,26.8,92.9
2,espresso,2026-04-02 13:04:37,27.4,93.1
2,cappuccino,2026-04-02 13:21:15,44.6,89.9
2,cappuccino,2026-04-02 14:02:02,49.0,89.6
2,espresso,2026-04-02 14:11:59,29.6,93.4
2,cappuccino,2026-04-02 14:49:38,44.3,89.5
2,americano,2026-04-02 15:03:15,35.5,91.6
2,espresso,2026-04-02 16:39:21,24.0,91.0
2,cappuccino,2026-04-03 07:59:39,53.3,86.2
2,latte,2026-04-03 08:14:39,46.5,86.2
2,cappuccino,2026-04-03 08:21:54,55.6,88.6
2,espresso,2026-04-03 08:28:01,31.0,93.4
2,latte,2026-04-03 08:42:43,52.5,87.2
2,cappuccino,2026-04-03 08:51:40,50.8,90.7
2,espresso,2026-04-03 08:53:44,31.8,90.8
2,espresso,2026-04-03 09:22:46,30.6,93.3
2,lungo,2026-04-03 09:25:44,42.7,90.4
2,espresso,2026-04-03 09:42:14,30.1,92.2
2,espresso,2026-04-03 12:14:48,27.7,93.0
2,hot_water,2026-04-03 12:45:59,12.9,96.9
2,cappuccino,2026-04-03 13:53:04,42.2,86.5
2,latte,2026-04-03 13:56:58,58.7,86.8
2,espresso,2026-04-03 14:50:36,27.3,91.2
2,latte,2026-04-03 14:56:44,53.7,89.2
2,cappuccino,2026-04-03 15:24:08,45.9,86.3
2,lungo,2026-04-03 15:51:31,36.8,89.5
2,lungo,2026-04-03 15:53:45,38.9,92.0
2,espresso,2026-04-03 17:33:38,28.4,92.0
2,americano,2026-04-04 09:49:15,37.2,89.8
2,latte,2026-04-04 10:00:57,50.7,87.3
2,espresso,2026-04-05 08:49:26,28.2,91.4
2,espresso,2026-04-05 12:19:25,28.3,90.9
2,espresso,2026-04-06 07:55:00,27.0,93.4
2,cappuccino,2026-04-06 08:06:25,48.7,87.6
2,americano,2026-04-06 08:08:20,35.2,89.4
2,hot_water,2026-04-06 08:21:16,15.5,97.4
2,americano,2026-04-06 08:24:28,35.4,88.5
2,lungo,2026-04-06 08:32:41,41.7,90.6
2,lungo,2026-04-06 09:15:58,35.7,89.1
2,hot_water,2026-04-06 09:27:19,14.4,96.6
2,americano,2026-04-06 09:33:06,37.8,91.9
2,hot_water,2026-04-06 09:43:29,14.2,97.2
2,latte,2026-04-06 09:50:09,45.5,85.4
2,espresso,2026-04-06 09:55:05,28.3,93.4
2,cappuccino,2026-04-06 10:29:28,48.3,90.3
2,hot_water,2026-04-06 11:40:10,12.8,96.2
2,lungo,2026-04-06 13:04:01,36.5,92.6
2,latte,2026-04-06 13:12:12,55.1,87.1
2,espresso,2026-04-06 13:33:15,30.2,92.5
2,espresso,2026-04-06 13:51:48,25.5,91.9
2,cappuccino,2026-04-06 14:36:20,49.5,89.3
2,latte,2026-04-06 16:41:41,61.5,86.2
2,espresso,2026-04-06 16:47:53,26.7,92.9
2,americano,2026-04-07 07:09:34,33.3,88.8
2,americano,2026-04-07 08:01:57,41.6,88.2
2,espresso,2026-04-07 09:24:53,24.8,93.7
2,espresso,2026-04-07 09:27:13,30.4,91.9
2,cappuccino,2026-04-07 09:33:26,44.4,89.5
2,cappuccino,2026-04-07 09:40:28,43.0,86.3
2,espresso,2026-04-07 09:46:27,31.5,91.0
2,espresso,2026-04-07 11:28:03,28.7,92.1
2,espresso,2026-04-07 11:45:26,27.4,91.0
2,cappuccino,2026-04-07 11:46:03,48.7,88.0
2,espresso,2026-04-07 13:44:24,25.7,93.7
2,cappuccino,2026-04-07 14:20:28,49.6,88.2
2,americano,2026-04-07 15:46:45,38.1,89.5
2,cappuccino,2026-04-07 16:06:53,44.0,90.7
2,americano,2026-04-07 16:20:30,39.6,88.3
2,cappuccino,2026-04-07 16:52:39,53.2,86.4
2,espresso,2026-04-07 17:59:29,24.0,93.4
2,espresso,2026-04-08 08:10:28,25.2,93.0
2,lungo,2026-04-08 08:14:22,39.5,91.0
2,lungo,2026-04-08 08:29:43,39.9,92.7
2,espresso,2026-04-08 08:32:55,25.1,93.7
2,cappuccino,2026-04-08 08:37:20,45.2,86.2
2,lungo,2026-04-08 09:22:34,41.2,92.0
2,latte,2026-04-08 09:51:56,46.4,86.0
2,espresso,2026-04-08 10:00:43,31.5,93.3
2,cappuccino,2026-04-08 10:01:59,41.5,91.0
2,cappuccino,2026-04-08 11:41:59,45.5,88.7
2,hot_water,2026-04-08 13:38:26,13.5,97.0
2,cappuccino,2026-04-08 14:01:39,54.8,87.2
2,latte,2026-04-08 15:11:28,51.9,86.9
2,lungo,2026-04-08 15:24:43,35.8,90.8
2,hot_water,2026-04-08 16:11:06,13.4,96.1
2,espresso,2026-04-08 16:17:05,29.2,91.7
2,espresso,2026-04-08 16:30:40,31.6,90.2
2,espresso,2026-04-09 08:08:26,27.3,93.0
2,espresso,2026-04-09 08:32:38,31.4,92.7
2,espresso,2026-04-09 09:49:50,31.8,92.4
2,americano,2026-04-09 09:58:01,36.3,92.0
2,lungo,2026-04-09 10:58:19,42.3,92.3
2,lungo,2026-04-09 11:21:52,41.6,89.0
2,espresso,2026-04-09 13:52:31,24.8,92.0
2,espresso,2026-04-09 14:06:26,24.1,91.6
2,espresso,2026-04-09 14:22:28,28.5,90.8
2,espresso,2026-04-09 14:32:37,27.0,90.2
2,cappuccino,2026-04-09 14:44:49,53.2,89.7
2,espresso,2026-04-09 14:45:28,26.7,91.3
2,lungo,2026-04-09 17:28:54,36.5,89.1
2,espresso,2026-04-10 07:11:10,28.0,92.9
2,hot_water,2026-04-10 08:08:07,15.9,97.4
2,espresso,2026-04-10 08:12:14,25.3,90.4
2,espresso,2026-04-10 08:25:48,26.2,92.5
2,espresso,2026-04-10 08:30:43,24.8,90.2
2,espresso,2026-04-10 09:01:46,26.1,91.7
2,latte,2026-04-10 09:38:10,51.6,87.7
2,lungo,2026-04-10 10:41:29,42.6,91.5
2,latte,2026-04-10 10:45:12,47.9,85.2
2,americano,2026-04-10 11:17:02,39.0,92.1
2,latte,2026-04-10 11:26:04,49.7,89.5
2,latte,2026-04-10 12:55:29,59.0,89.0
2,espresso,2026-04-10 13:00:29,31.3,91.4
