machine_id,drink,timestamp,duration_s,temp_c
2,lungo,2026-06-01 07:41:24,39.6,90.0
2,latte,2026-06-01 08:02:34,45.9,85.2
2,latte,2026-06-01 08:33:48,47.8,87.0
2,lungo,2026-06-01 08:52:12,38.3,92.4
2,latte,2026-06-01 09:50:17,60.7,89.4
2,latte,2026-06-01 10:09:06,57.9,86.4
2,espresso,2026-06-01 10:19:31,28.8,91.6
2,espresso,2026-06-01 10:28:58,30.7,93.9
2,latte,2026-06-01 12:15:03,45.1,88.2
2,cappuccino,2026-06-01 12:31:34,48.0,88.3
2,americano,2026-06-01 13:01:41,40.5,89.9
2,cappuccino,2026-06-01 13:38:49,40.6,88.7
2,espresso,2026-06-01 13:42:37,27.4,91.6
2,lungo,2026-06-01 14:06:56,44.5,91.2
2,espresso,2026-06-01 14:23:24,30.2,91.5
2,lungo,2026-06-01 14:27:24,44.6,91.0
2,americano,2026-06-02 08:07:46,31.9,88.1
2,lungo,2026-06-02 08:52:44,42.5,90.3
2,espresso,2026-06-02 08:53:22,24.1,92.4
2,cappuccino,2026-06-02 10:23:39,49.5,88.2
2,americano,2026-06-02 10:32:18,35.4,89.4
2,americano,2026-06-02 10:45:31,41.1,90.5
2,americano,2026-06-02 10:53:39,37.2,88.3
2,espresso,2026-06-02 11:22:41,24.5,90.0
2,americano,2026-06-02 12:12:21,33.2,90.1
2,americano,2026-06-02 12:32:32,30.4,88.8
2,cappuccino,2026-06-02 13:02:43,42.7,86.2
2,espresso,2026-06-02 13:24:44,29.7,91.6
2,cappuccino,2026-06-02 13:41:31,53.7,89.6
2,cappuccino,2026-06-02 13:58:07,46.9,89.3
2,espresso,2026-06-02 14:03:42,27.7,93.0
2,latte,2026-06-02 14:34:00,57.9,85.7
2,latte,2026-06-02 15:20:52,51.8,89.2
2,americano,2026-06-02 15:23:42,38.6,89.1
2,espresso,2026-06-02 15:48:04,31.2,93.3
2,lungo,2026-06-02 16:05:43,45.0,89.1
2,cappuccino,2026-06-02 17:19:13,55.2,87.4
2,espresso,2026-06-03 08:00:05,25.7,93.8
2,espresso,2026-06-03 08:09:48,28.8,90.6
2,lungo,2026-06-03 08:15:51,35.6,90.2
2,cappuccino,2026-06-03 08:32:58,41.1,87.1
2,lungo,2026-06-03 08:51:41,40.1,92.4
2,espresso,2026-06-03 08:56:26,31.0,91.1
2,hot_water,2026-06-03 09:31:02,12.8,96.0
2,latte,2026-06-03 10:04:22,45.5,88.3
2,espresso,2026-06-03 10:42:43,30.4,93.0
2,espresso,2026-06-03 12:07:42,29.5,90.2
2,latte,2026-06-03 13:17:26,51.4,89.5
2,hot_water,2026-06-03 13:31:08,12.3,97.2
2,latte,2026-06-03 13:39:51,58.8,88.8
2,lungo,2026-06-03 13:46:51,38.8,92.3
2,cappuccino,2026-06-03 13:51:56,54.4,90.6
2,lungo,2026-06-03 14:21:26,39.8,90.9
2,espresso,2026-06-03 14:24:24,25.7,92.0
2,americano,2026-06-03 14:27:26,41.0,89.1
2,cappuccino,2026-06-03 14:40:18,43.8,88.4
2,cappuccino,2026-06-03 16:30:04,50.3,86.3
2,cappuccino,2026-06-04 08:28:08,49.3,90.1
2,latte,2026-06-04 08:34:13,51.7,86.8
2,latte,2026-06-04 08:57:43,46.4,88.2
2,latte,2026-06-04 09:06:29,61.3,86.0
2,espresso,2026-06-04 09:51:45,28.9,93.5
2,espresso,2026-06-04 10:08:52,30.0,93.6
2,lungo,2026-06-04 10:30:21,45.3,90.1
2,cappuccino,2026-06-04 10:41:10,55.4,86.9
2,hot_water,2026-06-04 11:03:02,10.9,94.6
2,cappuccino,2026-06-04 12:58:41,49.6,90.7
2,latte,2026-06-04 14:35:39,48.7,88.1
2,latte,2026-06-04 16:37:51,48.7,87.3
2,americano,2026-06-04 17:35:03,40.3,91.4
2,latte,2026-06-05 07:16:24,60.2,89.2
2,cappuccino,2026-06-05 07:28:08,55.1,90.3
2,espresso,2026-06-05 08:08:40,26.9,93.0
2,espresso,2026-06-05 08:08:54,30.4,93.0
2,latte,2026-06-05 08:21:13,48.4,87.5
2,espresso,2026-06-05 08:23:59,28.1,91.4
2,espresso,2026-06-05 09:08:26,28.8,91.4
2,espresso,2026-06-05 10:15:28,28.2,93.4
2,americano,2026-06-05 10:46:19,38.4,89.4
2,americano,2026-06-05 11:35:45,41.5,91.2
2,latte,2026-06-05 11:43:27,53.3,87.1
2,lungo,2026-06-05 11:47:12,42.0,92.0
2,cappuccino,2026-06-05 12:28:32,51.9,86.3
2,lungo,2026-06-05 14:19:43,36.2,92.4
2,espresso,2026-06-05 14:34:00,28.3,91.9
2,americano,2026-06-05 15:13:23,38.1,88.5
2,lungo,2026-06-05 15:29:05,34.9,92.7
2,hot_water,2026-06-05 15:42:42,10.5,95.1
2,americano,2026-06-05 16:20:01,33.1,90.5
2,americano,2026-06-05 17:15:15,41.7,91.6
2,cappuccino,2026-06-05 17:29:03,54.0,88.3
2,espresso,2026-06-05 17:57:42,25.1,91.6
2,espresso,2026-06-07 10:46:46,26.8,90.6
2,espresso,2026-06-08 07:20:12,31.0,90.2
2,lungo,2026-06-08 07:30:34,40.9,89.8
2,americano,2026-06-08 08:17:33,40.2,88.2
2,latte,2026-06-08 08:18:00,60.5,89.6
2,lungo,2026-06-08 08:37:38,41.3,90.1
2,latte,2026-06-08 08:42:01,55.4,88.7
2,espresso,2026-06-08 08:54:36,27.1,90.1
2,cappuccino,2026-06-08 08:56:58,48.9,89.4
2,espresso,2026-06-08 09:20:13,26.3,92.9
2,lungo,2026-06-08 09:32:19,45.1,91.9
2,latte,2026-06-08 09:45:12,46.8,87.6
2,latte,2026-06-08 09:46:02,51.8,86.1
2,latte,2026-06-08 13:01:37,61.5,87.7
2,americano,2026-06-08 13:40:48,41.4,91.8
2,hot_water,2026-06-08 13:45:11,14.6,97.5
2,lungo,2026-06-08 16:25:45,40.9,89.3
2,americano,2026-06-08 17:23:27,36.6,88.6
2,espresso,2026-06-09 07:36:16,29.8,91.8
2,espresso,2026-06-09 07:36:58,29.7,92.0
2,espresso,2026-06-09 07:51:08,25.1,92.4
2,espresso,2026-06-09 08:30:04,28.4,93.1
2,americano,2026-06-09 08:43:21,32.8,92.7
2,hot_water,2026-06-09 08:43:59,14.2,94.3
2,espresso,2026-06-09 08:56:58,25.7,93.4
2,espresso,2026-06-09 08:57:32,31.4,91.0
2,espresso,2026-06-09 09:23:58,30.1,92.7
2,latte,2026-06-09 09:42:54,55.7,86.2
2,americano,2026-06-09 10:06:00,31.2,90.4
2,hot_water,2026-06-09 10:54:05,12.3,96.3
2,americano,2026-06-09 11:07:50,31.3,91.3
2,latte,2026-06-09 11:09:05,56.5,89.5
2,cappuccino,2026-06-09 11:49:26,41.0,86.4
2,cappuccino,2026-06-09 12:05:09,43.6,86.0
2,espresso,2026-06-09 12:53:45,27.4,93.9
2,lungo,2026-06-09 13:02:12,36.7,91.4
