machine_id,drink,timestamp,duration_s,temp_c
4,hot_water,2026-06-01 07:51:20,15.6,96.4
4,latte,2026-06-01 07:57:25,50.0,88.1
4,cappuccino,2026-06-01 08:26:38,52.4,88.2
4,cappuccino,2026-06-01 08:33:20,43.5,90.3
4,espresso,2026-06-01 08:38:13,26.2,92.7
4,lungo,2026-06-01 08:44:54,41.0,90.5
4,cappuccino,2026-06-01 09:23:14,43.5,88.6
4,espresso,2026-06-01 09:23:45,26.5,93.1
4,cappuccino,2026-06-01 09:48:37,48.0,87.5
4,cappuccino,2026-06-01 09:51:25,51.6,88.1
4,latte,2026-06-01 09:58:37,49.6,86.4
4,latte,2026-06-01 10:55:30,53.8,85.9
4,latte,2026-06-01 11:15:57,58.0,86.0
4,latte,2026-06-01 11:29:21,45.4,87.1
4,hot_water,2026-06-01 11:33:39,15.4,97.4
4,espresso,2026-06-01 12:01:24,30.3,93.7
4,americano,2026-06-01 12:29:56,31.9,88.8
4,latte,2026-06-01 13:30:12,60.8,85.8
4,americano,2026-06-01 13:43:22,31.0,89.2
4,lungo,2026-06-01 13:46:02,41.7,89.2
4,espresso,2026-06-01 13:49:37,24.3,92.7
4,espresso,2026-06-01 13:51:09,27.7,91.8
4,latte,2026-06-01 14:07:07,57.7,86.8
4,cappuccino,2026-06-01 14:29:53,41.1,90.7
4,latte,2026-06-01 14:41:55,59.4,85.3
4,latte,2026-06-01 15:22:03,46.5,85.0
4,lungo,2026-06-01 16:32:59,39.4,91.4
4,latte,2026-06-02 07:28:35,52.8,87.5
4,cappuccino,2026-06-02 08:20:31,45.5,88.1
4,americano,2026-06-02 08:37:00,31.0,91.7
4,latte,2026-06-02 08:39:15,51.6,86.8
4,hot_water,2026-06-02 08:55:23,9.9,94.4
4,cappuccino,2026-06-02 08:57:04,55.9,90.8
4,cappuccino,2026-06-02 09:04:49,40.8,88.9
4,latte,2026-06-02 09:16:11,47.2,88.0
4,americano,2026-06-02 10:09:25,40.5,91.8
4,lungo,2026-06-02 11:03:48,37.4,89.7
4,americano,2026-06-02 11:06:11,41.9,90.4
4,lungo,2026-06-02 11:11:48,42.3,89.4
4,lungo,2026-06-02 11:42:42,43.9,89.4
4,espresso,2026-06-02 13:31:49,30.3,92.8
4,espresso,2026-06-02 13:38:01,26.5,90.4
4,latte,2026-06-02 13:39:15,52.6,88.6
4,latte,2026-06-02 14:39:43,47.1,89.9
4,espresso,2026-06-02 14:50:12,28.0,93.8
4,cappuccino,2026-06-02 14:51:37,42.3,87.4
4,americano,2026-06-02 14:53:22,30.7,90.9
4,espresso,2026-06-02 14:56:50,29.2,90.6
4,cappuccino,2026-06-02 15:22:09,41.6,89.7
4,espresso,2026-06-03 07:49:11,27.4,92.8
4,latte,2026-06-03 08:00:52,58.5,88.5
4,cappuccino,2026-06-03 08:25:03,44.5,89.4
4,espresso,2026-06-03 08:30:09,24.9,92.6
4,lungo,2026-06-03 08:47:36,34.8,90.0
4,cappuccino,2026-06-03 08:55:07,54.0,89.6
4,lungo,2026-06-03 09:14:03,39.5,90.1
4,lungo,2026-06-03 09:22:44,43.5,92.8
4,latte,2026-06-03 09:25:30,45.5,89.5
4,latte,2026-06-03 09:31:33,51.3,88.6
4,americano,2026-06-03 09:37:59,37.8,91.2
4,lungo,2026-06-03 10:09:27,34.4,89.5
4,latte,2026-06-03 10:20:55,60.5,87.3
4,americano,2026-06-03 10:49:51,34.0,88.4
4,latte,2026-06-03 12:35:35,60.3,88.8
4,hot_water,2026-06-03 12:47:06,11.4,96.2
