machine_id,drink,timestamp,duration_s,temp_c
2,latte,2026-05-01 07:34:00,47.5,88.0
2,cappuccino,2026-05-01 08:05:05,55.3,89.5
2,latte,2026-05-01 08:59:17,56.8,88.3
2,lungo,2026-05-01 09:03:22,44.6,89.1
2,lungo,2026-05-01 09:09:27,37.4,89.2
2,espresso,2026-05-01 09:54:44,27.0,93.5
2,americano,2026-05-01 09:59:39,36.7,90.3
2,lungo,2026-05-01 10:00:31,37.2,92.7
2,cappuccino,2026-05-01 10:44:56,46.4,86.7
2,espresso,2026-05-01 11:13:17,26.1,91.9
2,lungo,2026-05-01 11:15:23,43.4,90.2
2,latte,2026-05-01 12:31:34,57.5,89.3
2,espresso,2026-05-01 12:33:54,31.0,92.2
2,cappuccino,2026-05-01 12:44:41,45.2,86.5
2,cappuccino,2026-05-01 12:53:32,44.5,86.7
2,espresso,2026-05-01 13:16:38,30.1,93.8
2,cappuccino,2026-05-01 14:31:20,47.2,90.1
2,cappuccino,2026-05-01 17:29:50,49.8,89.0
2,americano,2026-05-02 08:38:22,39.9,91.9
2,lungo,2026-05-03 12:07:28,35.1,89.6
2,cappuccino,2026-05-04 07:31:39,43.0,89.3
2,lungo,2026-05-04 08:18:47,37.7,89.9
2,latte,2026-05-04 08:18:50,46.1,87.0
2,latte,2026-05-04 08:19:24,46.2,89.1
2,americano,2026-05-04 08:29:19,35.2,90.4
2,espresso,2026-05-04 08:31:43,31.1,91.1
2,espresso,2026-05-04 08:46:35,26.5,91.2
2,espresso,2026-05-04 08:58:04,26.9,93.8
2,americano,2026-05-04 09:11:02,31.2,90.0
2,cappuccino,2026-05-04 10:10:35,47.0,88.9
2,cappuccino,2026-05-04 10:37:27,44.5,89.8
2,cappuccino,2026-05-04 10:50:30,45.0,87.7
2,espresso,2026-05-04 11:00:08,24.3,93.8
2,espresso,2026-05-04 12:07:12,25.5,92.2
2,espresso,2026-05-04 12:44:46,27.0,90.9
2,hot_water,2026-05-04 13:46:45,12.4,96.2
2,espresso,2026-05-04 14:45:15,31.9,93.6
2,americano,2026-05-04 14:57:44,30.9,89.5
2,espresso,2026-05-04 15:09:40,29.3,93.6
2,espresso,2026-05-04 15:42:39,24.9,93.8
2,hot_water,2026-05-05 08:56:57,11.4,95.0
2,hot_water,2026-05-05 09:13:37,9.9,94.6
