machine_id,drink,timestamp,duration_s,temp_c
4,latte,2026-07-01 07:52:28,61.5,89.9
4,espresso,2026-07-01 08:19:57,25.9,90.5
4,americano,2026-07-01 08:27:30,32.1,88.7
4,americano,2026-07-01 08:29:53,31.2,88.9
4,espresso,2026-07-01 08:55:44,30.0,92.9
4,hot_water,2026-07-01 09:12:57,14.7,96.2
4,latte,2026-07-01 09:20:31,55.4,85.2
4,hot_water,2026-07-01 09:22:46,13.6,96.1
4,espresso,2026-07-01 10:28:34,27.8,93.6
4,hot_water,2026-07-01 10:58:50,11.7,96.4
4,espresso,2026-07-01 12:00:13,24.7,91.1
4,espresso,2026-07-01 12:11:50,28.4,91.0
4,cappuccino,2026-07-01 12:21:40,50.7,88.5
4,americano,2026-07-01 12:28:27,31.1,90.6
4,latte,2026-07-01 12:48:06,48.4,89.5
4,latte,2026-07-01 13:00:28,51.7,86.1
4,latte,2026-07-01 13:07:30,57.2,88.1
4,cappuccino,2026-07-01 13:18:34,52.1,88.8
4,lungo,2026-07-01 13:42:24,35.8,89.4
4,espresso,2026-07-01 13:52:31,24.9,91.1
4,espresso,2026-07-01 13:56:30,30.9,93.3
4,espresso,2026-07-01 14:17:26,26.6,91.9
4,espresso,2026-07-01 14:44:22,31.5,92.8
4,espresso,2026-07-01 14:44:55,31.5,93.6
4,espresso,2026-07-01 14:46:44,31.3,92.9
4,cappuccino,2026-07-01 15:12:11,44.9,89.9
4,espresso,2026-07-01 15:25:20,28.2,91.2
4,cappuccino,2026-07-01 16:12:53,46.9,90.8
4,espresso,2026-07-01 16:27:21,31.9,92.8
4,lungo,2026-07-01 16:49:04,36.0,90.1
4,lungo,2026-07-01 17:18:40,44.3,92.8
4,espresso,2026-07-02 07:07:48,32.0,92.7
4,espresso,2026-07-02 07:18:55,25.9,93.0
4,cappuccino,2026-07-02 08:03:17,54.5,90.4
4,latte,2026-07-02 08:19:01,56.5,86.2
4,cappuccino,2026-07-02 08:22:31,46.0,88.9
4,americano,2026-07-02 08:42:31,40.0,91.5
4,lungo,2026-07-02 09:32:43,37.7,89.7
4,latte,2026-07-02 09:49:34,61.1,88.3
4,espresso,2026-07-02 10:23:21,31.6,93.1
4,lungo,2026-07-02 10:31:19,40.0,89.9
4,espresso,2026-07-02 10:34:52,24.9,93.3
4,latte,2026-07-02 10:58:38,45.6,86.1
4,americano,2026-07-02 11:01:57,33.9,91.2
4,americano,2026-07-02 11:05:36,32.2,92.5
4,cappuccino,2026-07-02 12:27:21,45.3,87.9
4,espresso,2026-07-02 12:42:36,31.6,92.4
4,lungo,2026-07-02 12:58:32,40.5,89.8
4,espresso,2026-07-02 13:42:37,30.2,92.9
4,lungo,2026-07-02 13:47:39,35.4,92.5
4,lungo,2026-07-02 13:55:25,36.2,90.4
4,espresso,2026-07-02 13:59:48,29.0,90.1
4,americano,2026-07-02 15:15:42,42.0,92.5
4,espresso,2026-07-02 15:52:19,31.1,93.5
4,espresso,2026-07-02 16:35:20,29.4,92.1
4,americano,2026-07-03 08:07:49,33.3,89.3
4,cappuccino,2026-07-03 08:34:35,53.4,88.1
4,espresso,2026-07-03 08:45:54,29.9,93.1
4,espresso,2026-07-03 08:50:25,28.0,91.2
4,latte,2026-07-03 08:54:48,51.5,88.2
4,cappuccino,2026-07-03 09:04:26,40.3,87.5
4,latte,2026-07-03 09:05:21,56.8,89.4
4,cappuccino,2026-07-03 09:27:43,43.7,87.8
4,cappuccino,2026-07-03 09:33:22,47.5,89.4
4,cappuccino,2026-07-03 09:40:12,47.0,89.8
4,cappuccino,2026-07-03 10:12:18,47.4,89.3
4,americano,2026-07-03 11:11:32,31.5,91.2
4,lungo,2026-07-03 12:31:18,34.3,89.8
4,latte,2026-07-03 12:51:30,57.6,87.3
4,espresso,2026-07-03 12:52:35,29.1,93.3
4,espresso,2026-07-03 13:14:29,25.0,91.7
4,espresso,2026-07-03 13:43:59,25.3,93.0
4,espresso,2026-07-03 14:00:11,29.6,90.6
4,latte,2026-07-03 14:01:57,52.6,87.8
4,latte,2026-07-03 14:04:30,59.0,86.1
4,espresso,2026-07-03 14:12:23,29.5,93.0
4,cappuccino,2026-07-03 14:19:32,54.6,88.7
4,hot_water,2026-07-03 14:25:04,11.7,97.0
4,hot_water,2026-07-03 14:57:23,11.2,94.2
4,hot_water,2026-07-03 16:26:12,11.6,95.5
